TransactionID,InvoiceNo,Date,Time,GuestCount,OrderType,SalesChannel,GrossSales,ServiceCharge,DiscountType,DiscountAmount,AmountDue,NetSales
71962,002-000032876,13/02/2026,20:10:38,2,Dine In,Walk-in,₱785.00,₱70.09,nan,₱0.00,₱855.09,₱785.00
71960,002-000032875,13/02/2026,17:25:41,6,Dine In,Walk-in,"₱2,410.00",₱215.18,nan,₱0.00,"₱2,625.18","₱2,410.00"
71958,002-000032874,13/02/2026,11:11:23,4,Delivery,FoodPanda,"₱1,790.00",₱159.82,nan,₱0.00,"₱1,949.82","₱1,790.00"
71956,002-000032873,13/02/2026,11:55:09,2,Dine In,Walk-in,"₱1,825.00",₱162.95,nan,₱0.00,"₱1,987.95","₱1,825.00"
71955,002-000032872,13/02/2026,17:29:57,5,Dine In,Walk-in,₱425.00,₱37.95,nan,₱0.00,₱462.95,₱425.00
71953,002-000032871,13/02/2026,13:13:47,4,Dine In,Walk-in,₱640.00,₱57.14,nan,₱0.00,₱697.14,₱640.00
71950,002-000032870,13/02/2026,18:22:58,2,Dine In,Walk-in,"₱1,900.00",₱169.64,Employee Discount,₱380.00,"₱1,689.64","₱1,900.00"
71947,002-000032869,13/02/2026,17:30:25,5,Delivery,FoodPanda,"₱1,515.00",₱135.27,nan,₱0.00,"₱1,650.27","₱1,515.00"
71943,002-000032868,13/02/2026,12:19:08,3,Dine In,Walk-in,"₱2,210.00",₱197.32,Employee Discount,₱442.00,"₱1,965.32","₱2,210.00"
71939,002-000032867,12/02/2026,20:41:12,4,Dine In,Walk-in,₱840.00,₱75.00,Employee Discount,₱168.00,₱747.00,₱840.00
71937,002-000032866,12/02/2026,12:29:44,3,Dine In,Walk-in,"₱1,360.00",₱121.43,nan,₱0.00,"₱1,481.43","₱1,360.00"
71933,002-000032865,12/02/2026,18:16:45,3,Dine In,Walk-in,₱920.00,₱82.14,nan,₱0.00,"₱1,002.14",₱920.00
71931,002-000032864,12/02/2026,18:17:48,4,Dine In,Walk-in,"₱1,085.00",₱96.87,nan,₱0.00,"₱1,181.87","₱1,085.00"
71929,002-000032863,12/02/2026,20:56:29,2,Take Out,Walk-in,"₱1,350.00",₱120.54,nan,₱0.00,"₱1,470.54","₱1,350.00"
71927,002-000032862,12/02/2026,20:32:08,4,Dine In,Walk-in,"₱3,115.00",₱278.12,nan,₱0.00,"₱3,393.12","₱3,115.00"
71923,002-000032861,12/02/2026,19:04:57,5,Dine In,Walk-in,"₱2,650.00",₱236.61,nan,₱0.00,"₱2,886.61","₱2,650.00"
71921,002-000032860,12/02/2026,18:50:24,3,Dine In,Walk-in,"₱2,090.00",₱186.61,nan,₱0.00,"₱2,276.61","₱2,090.00"
71919,002-000032859,12/02/2026,13:16:45,4,Dine In,Walk-in,₱850.00,₱75.89,nan,₱0.00,₱925.89,₱850.00
71916,002-000032858,12/02/2026,17:27:49,1,Dine In,Walk-in,"₱1,205.00",₱107.59,nan,₱0.00,"₱1,312.59","₱1,205.00"
71913,002-000032857,12/02/2026,13:58:39,2,Dine In,Walk-in,"₱2,635.00",₱235.27,nan,₱0.00,"₱2,870.27","₱2,635.00"
71911,002-000032856,12/02/2026,12:57:48,5,Dine In,Walk-in,"₱1,170.00",₱104.46,nan,₱0.00,"₱1,274.46","₱1,170.00"
71910,002-000032855,12/02/2026,18:00:22,4,Dine In,Walk-in,"₱3,260.00",₱291.07,nan,₱0.00,"₱3,551.07","₱3,260.00"
71908,002-000032854,12/02/2026,19:01:23,6,Dine In,Walk-in,"₱1,890.00",₱168.75,nan,₱0.00,"₱2,058.75","₱1,890.00"
71905,002-000032853,12/02/2026,13:28:35,3,Dine In,Walk-in,"₱1,368.00",₱122.14,nan,₱0.00,"₱1,490.14","₱1,368.00"
71903,002-000032852,12/02/2026,11:28:09,3,Delivery,FoodPanda,"₱1,465.00",₱130.80,nan,₱0.00,"₱1,595.80","₱1,465.00"
71900,002-000032851,11/02/2026,20:44:05,3,Dine In,Walk-in,"₱2,965.00",₱264.73,nan,₱0.00,"₱3,229.73","₱2,965.00"
71899,002-000032850,11/02/2026,18:34:20,4,Take Out,Walk-in,"₱1,315.00",₱117.41,Senior Citizen,₱263.00,"₱1,169.41","₱1,315.00"
71896,002-000032849,11/02/2026,12:41:17,6,Dine In,Walk-in,"₱3,085.00",₱275.45,Senior Citizen,₱617.00,"₱2,743.45","₱3,085.00"
71895,002-000032848,11/02/2026,13:19:31,2,Dine In,Walk-in,"₱2,725.00",₱243.30,nan,₱0.00,"₱2,968.30","₱2,725.00"
71891,002-000032847,11/02/2026,11:09:20,2,Delivery,FoodPanda,"₱1,910.00",₱170.54,nan,₱0.00,"₱2,080.54","₱1,910.00"
71890,002-000032846,11/02/2026,17:28:27,4,Dine In,Walk-in,"₱4,185.00",₱373.66,nan,₱0.00,"₱4,558.66","₱4,185.00"
71886,002-000032845,11/02/2026,19:29:08,5,Dine In,Walk-in,"₱1,800.00",₱160.71,nan,₱0.00,"₱1,960.71","₱1,800.00"
71884,002-000032844,11/02/2026,20:14:14,3,Dine In,Walk-in,"₱1,200.00",₱107.14,nan,₱0.00,"₱1,307.14","₱1,200.00"
71882,002-000032843,11/02/2026,19:49:19,5,Take Out,Walk-in,₱450.00,₱40.18,nan,₱0.00,₱490.18,₱450.00
71878,002-000032842,11/02/2026,20:58:25,3,Dine In,Walk-in,"₱2,340.00",₱208.93,nan,₱0.00,"₱2,548.93","₱2,340.00"
71874,002-000032841,11/02/2026,19:02:27,2,Dine In,Walk-in,"₱4,145.00",₱370.09,nan,₱0.00,"₱4,515.09","₱4,145.00"
71873,002-000032840,11/02/2026,20:02:01,4,Dine In,Walk-in,₱995.00,₱88.84,nan,₱0.00,"₱1,083.84",₱995.00
71870,002-000032839,11/02/2026,20:17:55,2,Dine In,Walk-in,"₱1,870.00",₱166.96,nan,₱0.00,"₱2,036.96","₱1,870.00"
71868,002-000032838,11/02/2026,19:28:01,5,Dine In,Walk-in,"₱1,310.00",₱116.96,nan,₱0.00,"₱1,426.96","₱1,310.00"
71864,002-000032837,11/02/2026,13:43:08,5,Dine In,Walk-in,"₱2,375.00",₱212.05,nan,₱0.00,"₱2,587.05","₱2,375.00"
71783,002-000032836,10/02/2026,17:24:57,5,Dine In,Walk-in,"₱1,290.00",₱115.18,nan,₱0.00,"₱1,405.18","₱1,290.00"
71782,002-000032835,10/02/2026,18:21:31,1,Dine In,Walk-in,"₱1,315.00",₱117.41,nan,₱0.00,"₱1,432.41","₱1,315.00"
71779,002-000032834,10/02/2026,17:38:49,1,Dine In,Walk-in,"₱2,490.00",₱222.32,nan,₱0.00,"₱2,712.32","₱2,490.00"
71778,002-000032833,10/02/2026,11:55:40,3,Dine In,Walk-in,₱710.00,₱63.39,nan,₱0.00,₱773.39,₱710.00
71776,002-000032832,10/02/2026,19:11:45,1,Dine In,Walk-in,"₱2,585.00",₱230.80,nan,₱0.00,"₱2,815.80","₱2,585.00"
71775,002-000032831,10/02/2026,18:22:00,2,Dine In,Walk-in,"₱1,205.00",₱107.59,nan,₱0.00,"₱1,312.59","₱1,205.00"
71771,002-000032830,10/02/2026,13:22:20,3,Dine In,Walk-in,₱855.00,₱76.34,nan,₱0.00,₱931.34,₱855.00
71767,002-000032829,10/02/2026,17:17:34,3,Delivery,FoodPanda,"₱2,460.00",₱219.64,nan,₱0.00,"₱2,679.64","₱2,460.00"
71765,002-000032828,10/02/2026,17:14:11,1,Dine In,Walk-in,"₱1,885.00",₱168.30,nan,₱0.00,"₱2,053.30","₱1,885.00"
71764,002-000032827,10/02/2026,18:30:19,1,Dine In,Walk-in,"₱1,975.00",₱176.34,nan,₱0.00,"₱2,151.34","₱1,975.00"
71760,002-000032826,10/02/2026,13:03:00,3,Dine In,Walk-in,₱659.00,₱58.84,nan,₱0.00,₱717.84,₱659.00
71758,002-000032825,10/02/2026,20:07:23,2,Dine In,Walk-in,"₱1,450.00",₱129.46,nan,₱0.00,"₱1,579.46","₱1,450.00"
71757,002-000032824,10/02/2026,20:44:34,4,Dine In,Walk-in,"₱1,840.00",₱164.29,nan,₱0.00,"₱2,004.29","₱1,840.00"
71754,002-000032823,10/02/2026,19:47:12,3,Dine In,Walk-in,"₱2,393.00",₱213.66,nan,₱0.00,"₱2,606.66","₱2,393.00"
71753,002-000032822,10/02/2026,11:15:03,3,Dine In,Walk-in,"₱1,745.00",₱155.80,nan,₱0.00,"₱1,900.80","₱1,745.00"
71749,002-000032821,10/02/2026,18:11:29,6,Dine In,Walk-in,₱895.00,₱79.91,nan,₱0.00,₱974.91,₱895.00
71747,002-000032820,09/02/2026,20:17:24,2,Dine In,Walk-in,"₱2,175.00",₱194.20,nan,₱0.00,"₱2,369.20","₱2,175.00"
71745,002-000032819,09/02/2026,17:43:50,1,Dine In,Walk-in,"₱1,200.00",₱107.14,nan,₱0.00,"₱1,307.14","₱1,200.00"
71741,002-000032818,09/02/2026,13:00:31,2,Dine In,Walk-in,"₱1,185.00",₱105.80,nan,₱0.00,"₱1,290.80","₱1,185.00"
71737,002-000032817,09/02/2026,18:34:33,5,Dine In,Walk-in,"₱2,390.00",₱213.39,nan,₱0.00,"₱2,603.39","₱2,390.00"
71735,002-000032816,09/02/2026,17:37:48,3,Dine In,Walk-in,"₱2,320.00",₱207.14,nan,₱0.00,"₱2,527.14","₱2,320.00"
71733,002-000032815,09/02/2026,18:05:20,4,Dine In,Walk-in,"₱1,615.00",₱144.20,nan,₱0.00,"₱1,759.20","₱1,615.00"
71732,002-000032814,09/02/2026,13:46:09,6,Dine In,Walk-in,"₱1,935.00",₱172.77,nan,₱0.00,"₱2,107.77","₱1,935.00"
71730,002-000032813,09/02/2026,11:01:16,2,Dine In,Walk-in,"₱1,100.00",₱98.21,PWD,₱220.00,₱978.21,"₱1,100.00"
71728,002-000032812,09/02/2026,20:57:50,3,Dine In,Walk-in,"₱1,740.00",₱155.36,nan,₱0.00,"₱1,895.36","₱1,740.00"
71727,002-000032811,09/02/2026,19:52:20,3,Dine In,Walk-in,"₱1,135.00",₱101.34,nan,₱0.00,"₱1,236.34","₱1,135.00"
71724,002-000032810,09/02/2026,12:10:57,4,Dine In,Walk-in,"₱2,010.00",₱179.46,PWD,₱402.00,"₱1,787.46","₱2,010.00"
71721,002-000032809,09/02/2026,20:27:05,1,Dine In,Walk-in,"₱2,285.00",₱204.02,nan,₱0.00,"₱2,489.02","₱2,285.00"
71720,002-000032808,09/02/2026,12:41:38,6,Dine In,Walk-in,"₱1,210.00",₱108.04,nan,₱0.00,"₱1,318.04","₱1,210.00"
71718,002-000032807,09/02/2026,17:04:27,2,Dine In,Walk-in,"₱3,598.00",₱321.25,nan,₱0.00,"₱3,919.25","₱3,598.00"
71715,002-000032806,08/02/2026,17:36:55,6,Dine In,Walk-in,₱895.00,₱79.91,nan,₱0.00,₱974.91,₱895.00
71713,002-000032805,08/02/2026,12:32:25,3,Dine In,Walk-in,₱780.00,₱69.64,nan,₱0.00,₱849.64,₱780.00
71709,002-000032804,08/02/2026,18:03:20,6,Dine In,Walk-in,"₱1,970.00",₱175.89,nan,₱0.00,"₱2,145.89","₱1,970.00"
71707,002-000032803,08/02/2026,18:47:44,6,Dine In,Walk-in,₱960.00,₱85.71,nan,₱0.00,"₱1,045.71",₱960.00
71706,002-000032802,08/02/2026,12:31:33,3,Take Out,Walk-in,"₱1,700.00",₱151.79,nan,₱0.00,"₱1,851.79","₱1,700.00"
71704,002-000032801,08/02/2026,19:27:40,5,Dine In,Walk-in,"₱2,190.00",₱195.54,nan,₱0.00,"₱2,385.54","₱2,190.00"
71702,002-000032800,08/02/2026,20:25:53,5,Dine In,Walk-in,"₱1,188.00",₱106.07,nan,₱0.00,"₱1,294.07","₱1,188.00"
71700,002-000032799,08/02/2026,13:29:41,4,Dine In,Walk-in,"₱1,745.00",₱155.80,nan,₱0.00,"₱1,900.80","₱1,745.00"
71699,002-000032798,08/02/2026,17:25:44,4,Dine In,Walk-in,"₱3,020.00",₱269.64,nan,₱0.00,"₱3,289.64","₱3,020.00"
71695,002-000032797,08/02/2026,18:22:36,3,Dine In,Walk-in,"₱1,855.00",₱165.62,Employee Discount,₱371.00,"₱1,649.62","₱1,855.00"
71693,002-000032796,08/02/2026,20:02:05,2,Dine In,Walk-in,"₱2,065.00",₱184.37,Employee Discount,₱413.00,"₱1,836.37","₱2,065.00"
71691,002-000032795,08/02/2026,18:47:18,4,Dine In,Walk-in,₱425.00,₱37.95,nan,₱0.00,₱462.95,₱425.00
71690,002-000032794,08/02/2026,19:41:38,6,Take Out,Walk-in,₱925.00,₱82.59,nan,₱0.00,"₱1,007.59",₱925.00
71688,002-000032793,08/02/2026,12:04:14,5,Dine In,Walk-in,"₱1,100.00",₱98.21,nan,₱0.00,"₱1,198.21","₱1,100.00"
71686,002-000032792,08/02/2026,12:17:15,1,Dine In,Walk-in,"₱1,040.00",₱92.86,PWD,₱208.00,₱924.86,"₱1,040.00"
71684,002-000032791,08/02/2026,11:22:28,5,Dine In,Walk-in,"₱1,375.00",₱122.77,nan,₱0.00,"₱1,497.77","₱1,375.00"
71681,002-000032790,08/02/2026,18:30:48,5,Dine In,Walk-in,"₱1,850.00",₱165.18,nan,₱0.00,"₱2,015.18","₱1,850.00"
71679,002-000032789,08/02/2026,12:00:08,3,Dine In,Walk-in,"₱2,945.00",₱262.95,Senior Citizen,₱589.00,"₱2,618.95","₱2,945.00"
71677,002-000032788,08/02/2026,18:50:24,2,Dine In,Walk-in,"₱1,553.00",₱138.66,nan,₱0.00,"₱1,691.66","₱1,553.00"
71675,002-000032787,08/02/2026,11:47:17,5,Dine In,Walk-in,₱785.00,₱70.09,nan,₱0.00,₱855.09,₱785.00
71671,002-000032786,08/02/2026,17:13:41,1,Dine In,Walk-in,"₱2,230.00",₱199.11,nan,₱0.00,"₱2,429.11","₱2,230.00"
71667,002-000032785,08/02/2026,12:03:20,4,Dine In,Walk-in,"₱2,380.00",₱212.50,nan,₱0.00,"₱2,592.50","₱2,380.00"
71666,002-000032784,07/02/2026,20:09:06,1,Dine In,Walk-in,"₱3,000.00",₱267.86,nan,₱0.00,"₱3,267.86","₱3,000.00"
71664,002-000032783,07/02/2026,19:09:28,5,Dine In,Walk-in,₱510.00,₱45.54,nan,₱0.00,₱555.54,₱510.00
71662,002-000032782,07/02/2026,20:53:27,1,Dine In,Walk-in,"₱1,665.00",₱148.66,nan,₱0.00,"₱1,813.66","₱1,665.00"
71658,002-000032781,07/02/2026,12:53:25,6,Take Out,Walk-in,"₱1,280.00",₱114.29,nan,₱0.00,"₱1,394.29","₱1,280.00"
71656,002-000032780,07/02/2026,17:02:30,3,Dine In,Walk-in,"₱1,105.00",₱98.66,nan,₱0.00,"₱1,203.66","₱1,105.00"
71655,002-000032779,07/02/2026,17:15:18,1,Dine In,Walk-in,₱984.00,₱87.86,nan,₱0.00,"₱1,071.86",₱984.00
71652,002-000032778,07/02/2026,20:29:09,1,Dine In,Walk-in,₱135.00,₱12.05,nan,₱0.00,₱147.05,₱135.00
71648,002-000032777,07/02/2026,12:26:59,5,Dine In,Walk-in,₱480.00,₱42.86,nan,₱0.00,₱522.86,₱480.00
71647,002-000032776,07/02/2026,13:56:58,1,Delivery,FoodPanda,"₱2,945.00",₱262.95,nan,₱0.00,"₱3,207.95","₱2,945.00"
71646,002-000032775,07/02/2026,20:33:10,3,Dine In,Walk-in,"₱1,460.00",₱130.36,nan,₱0.00,"₱1,590.36","₱1,460.00"
71644,002-000032774,07/02/2026,18:11:22,6,Dine In,Walk-in,₱935.00,₱83.48,nan,₱0.00,"₱1,018.48",₱935.00
71640,002-000032773,07/02/2026,20:03:14,4,Dine In,Walk-in,"₱2,475.00",₱220.98,Employee Discount,₱495.00,"₱2,200.98","₱2,475.00"
71638,002-000032772,07/02/2026,18:47:33,5,Dine In,Walk-in,"₱1,935.00",₱172.77,nan,₱0.00,"₱2,107.77","₱1,935.00"
71636,002-000032771,07/02/2026,13:27:43,5,Take Out,Walk-in,"₱1,290.00",₱115.18,nan,₱0.00,"₱1,405.18","₱1,290.00"
71634,002-000032770,07/02/2026,11:58:00,1,Take Out,Walk-in,₱810.00,₱72.32,nan,₱0.00,₱882.32,₱810.00
71631,002-000032769,07/02/2026,17:38:41,1,Dine In,Walk-in,"₱1,125.00",₱100.45,nan,₱0.00,"₱1,225.45","₱1,125.00"
71627,002-000032768,07/02/2026,19:55:17,5,Dine In,Walk-in,₱875.00,₱78.12,PWD,₱175.00,₱778.12,₱875.00
71625,002-000032767,07/02/2026,17:04:02,2,Dine In,Walk-in,₱850.00,₱75.89,nan,₱0.00,₱925.89,₱850.00
71623,002-000032766,07/02/2026,18:10:15,6,Dine In,Walk-in,"₱2,475.00",₱220.98,nan,₱0.00,"₱2,695.98","₱2,475.00"
71621,002-000032765,07/02/2026,18:11:24,1,Dine In,Walk-in,₱340.00,₱30.36,nan,₱0.00,₱370.36,₱340.00
71617,002-000032764,07/02/2026,12:33:49,2,Dine In,Walk-in,₱389.00,₱34.73,nan,₱0.00,₱423.73,₱389.00
71616,002-000032763,06/02/2026,19:47:04,2,Dine In,Walk-in,"₱2,900.00",₱258.93,nan,₱0.00,"₱3,158.93","₱2,900.00"
71613,002-000032762,06/02/2026,19:04:16,2,Dine In,Walk-in,"₱1,940.00",₱173.21,nan,₱0.00,"₱2,113.21","₱1,940.00"
71609,002-000032761,06/02/2026,19:41:43,6,Dine In,Walk-in,"₱1,765.00",₱157.59,nan,₱0.00,"₱1,922.59","₱1,765.00"
71608,002-000032760,06/02/2026,19:55:47,3,Dine In,Walk-in,"₱1,895.00",₱169.20,nan,₱0.00,"₱2,064.20","₱1,895.00"
71605,002-000032759,06/02/2026,19:48:09,6,Dine In,Walk-in,"₱3,450.00",₱308.04,Employee Discount,₱690.00,"₱3,068.04","₱3,450.00"
71604,002-000032758,06/02/2026,12:39:52,2,Dine In,Walk-in,"₱2,875.00",₱256.70,nan,₱0.00,"₱3,131.70","₱2,875.00"
71600,002-000032757,06/02/2026,17:43:55,3,Dine In,Walk-in,"₱2,340.00",₱208.93,nan,₱0.00,"₱2,548.93","₱2,340.00"
71596,002-000032756,06/02/2026,19:09:58,4,Dine In,Walk-in,"₱1,698.00",₱151.61,nan,₱0.00,"₱1,849.61","₱1,698.00"
71595,002-000032755,06/02/2026,11:54:26,2,Dine In,Walk-in,"₱2,678.00",₱239.11,nan,₱0.00,"₱2,917.11","₱2,678.00"
71593,002-000032754,06/02/2026,11:31:34,4,Dine In,Walk-in,"₱3,435.00",₱306.70,nan,₱0.00,"₱3,741.70","₱3,435.00"
71592,002-000032753,06/02/2026,19:39:48,5,Dine In,Walk-in,"₱1,700.00",₱151.79,nan,₱0.00,"₱1,851.79","₱1,700.00"
71591,002-000032752,06/02/2026,17:49:36,5,Dine In,Walk-in,₱600.00,₱53.57,nan,₱0.00,₱653.57,₱600.00
71589,002-000032751,06/02/2026,20:32:22,3,Dine In,Walk-in,₱55.00,₱4.91,nan,₱0.00,₱59.91,₱55.00
71586,002-000032750,06/02/2026,18:12:09,3,Dine In,Walk-in,"₱2,435.00",₱217.41,nan,₱0.00,"₱2,652.41","₱2,435.00"
71582,002-000032749,06/02/2026,11:38:12,5,Dine In,Walk-in,₱525.00,₱46.87,nan,₱0.00,₱571.87,₱525.00
71525,002-000032748,05/02/2026,13:51:24,1,Dine In,Walk-in,"₱2,983.00",₱266.34,nan,₱0.00,"₱3,249.34","₱2,983.00"
71522,002-000032747,05/02/2026,12:36:35,4,Dine In,Walk-in,"₱4,195.00",₱374.55,nan,₱0.00,"₱4,569.55","₱4,195.00"
71520,002-000032746,05/02/2026,17:46:06,5,Dine In,Walk-in,"₱2,135.00",₱190.62,nan,₱0.00,"₱2,325.62","₱2,135.00"
71519,002-000032745,05/02/2026,19:11:48,1,Dine In,Walk-in,₱760.00,₱67.86,nan,₱0.00,₱827.86,₱760.00
71516,002-000032744,05/02/2026,11:50:09,3,Dine In,Walk-in,"₱3,155.00",₱281.70,nan,₱0.00,"₱3,436.70","₱3,155.00"
71513,002-000032743,05/02/2026,20:48:37,1,Dine In,Walk-in,"₱2,690.00",₱240.18,nan,₱0.00,"₱2,930.18","₱2,690.00"
71512,002-000032742,05/02/2026,19:53:57,4,Dine In,Walk-in,"₱1,595.00",₱142.41,nan,₱0.00,"₱1,737.41","₱1,595.00"
71510,002-000032741,05/02/2026,17:42:41,1,Dine In,Walk-in,₱900.00,₱80.36,nan,₱0.00,₱980.36,₱900.00
71507,002-000032740,05/02/2026,12:13:15,6,Dine In,Walk-in,"₱2,125.00",₱189.73,nan,₱0.00,"₱2,314.73","₱2,125.00"
71503,002-000032739,05/02/2026,20:17:38,5,Dine In,Walk-in,"₱1,035.00",₱92.41,nan,₱0.00,"₱1,127.41","₱1,035.00"
71499,002-000032738,05/02/2026,12:31:37,5,Dine In,Walk-in,₱545.00,₱48.66,nan,₱0.00,₱593.66,₱545.00
71497,002-000032737,05/02/2026,20:18:24,4,Dine In,Walk-in,"₱1,325.00",₱118.30,nan,₱0.00,"₱1,443.30","₱1,325.00"
71493,002-000032736,05/02/2026,13:26:09,4,Dine In,Walk-in,"₱1,365.00",₱121.87,nan,₱0.00,"₱1,486.87","₱1,365.00"
71491,002-000032735,05/02/2026,19:19:01,6,Dine In,Walk-in,"₱2,635.00",₱235.27,nan,₱0.00,"₱2,870.27","₱2,635.00"
71489,002-000032734,04/02/2026,11:54:01,4,Dine In,Walk-in,₱850.00,₱75.89,nan,₱0.00,₱925.89,₱850.00
71487,002-000032733,04/02/2026,13:48:40,2,Dine In,Walk-in,₱820.00,₱73.21,nan,₱0.00,₱893.21,₱820.00
71485,002-000032732,04/02/2026,19:40:00,4,Dine In,Walk-in,"₱1,205.00",₱107.59,nan,₱0.00,"₱1,312.59","₱1,205.00"
71484,002-000032731,04/02/2026,19:51:34,3,Dine In,Walk-in,₱460.00,₱41.07,nan,₱0.00,₱501.07,₱460.00
71480,002-000032730,04/02/2026,11:46:18,3,Dine In,Walk-in,"₱3,020.00",₱269.64,nan,₱0.00,"₱3,289.64","₱3,020.00"
71478,002-000032729,04/02/2026,11:05:59,2,Dine In,Walk-in,"₱1,265.00",₱112.95,nan,₱0.00,"₱1,377.95","₱1,265.00"
71476,002-000032728,04/02/2026,19:51:41,3,Dine In,Walk-in,"₱1,840.00",₱164.29,nan,₱0.00,"₱2,004.29","₱1,840.00"
71472,002-000032727,04/02/2026,11:50:43,1,Dine In,Walk-in,"₱1,015.00",₱90.62,nan,₱0.00,"₱1,105.62","₱1,015.00"
71470,002-000032726,04/02/2026,20:36:43,2,Dine In,Walk-in,"₱2,085.00",₱186.16,nan,₱0.00,"₱2,271.16","₱2,085.00"
71468,002-000032725,04/02/2026,18:44:25,6,Dine In,Walk-in,"₱1,705.00",₱152.23,nan,₱0.00,"₱1,857.23","₱1,705.00"
71465,002-000032724,04/02/2026,19:54:31,1,Dine In,Walk-in,"₱1,780.00",₱158.93,nan,₱0.00,"₱1,938.93","₱1,780.00"
71462,002-000032723,04/02/2026,19:06:34,4,Dine In,Walk-in,"₱1,823.00",₱162.77,nan,₱0.00,"₱1,985.77","₱1,823.00"
71459,002-000032722,04/02/2026,19:19:53,6,Dine In,Walk-in,"₱1,015.00",₱90.62,nan,₱0.00,"₱1,105.62","₱1,015.00"
71455,002-000032721,04/02/2026,19:19:30,5,Dine In,Walk-in,"₱2,230.00",₱199.11,nan,₱0.00,"₱2,429.11","₱2,230.00"
71453,002-000032720,04/02/2026,19:34:05,6,Dine In,Walk-in,"₱3,390.00",₱302.68,nan,₱0.00,"₱3,692.68","₱3,390.00"
71449,002-000032719,04/02/2026,11:17:55,4,Dine In,Walk-in,"₱1,155.00",₱103.12,nan,₱0.00,"₱1,258.12","₱1,155.00"
71445,002-000032718,04/02/2026,17:07:25,5,Dine In,Walk-in,"₱1,740.00",₱155.36,nan,₱0.00,"₱1,895.36","₱1,740.00"
71441,002-000032717,03/02/2026,17:21:25,2,Dine In,Walk-in,"₱1,010.00",₱90.18,nan,₱0.00,"₱1,100.18","₱1,010.00"
71438,002-000032716,03/02/2026,20:45:29,1,Dine In,Walk-in,"₱1,455.00",₱129.91,nan,₱0.00,"₱1,584.91","₱1,455.00"
71436,002-000032715,03/02/2026,18:05:22,3,Dine In,Walk-in,"₱1,190.00",₱106.25,nan,₱0.00,"₱1,296.25","₱1,190.00"
71433,002-000032714,03/02/2026,12:42:07,1,Dine In,Walk-in,"₱1,075.00",₱95.98,nan,₱0.00,"₱1,170.98","₱1,075.00"
71429,002-000032713,03/02/2026,17:30:21,5,Dine In,Walk-in,"₱3,010.00",₱268.75,nan,₱0.00,"₱3,278.75","₱3,010.00"
71425,002-000032712,03/02/2026,19:53:05,4,Dine In,Walk-in,₱605.00,₱54.02,nan,₱0.00,₱659.02,₱605.00
71424,002-000032711,03/02/2026,19:17:30,3,Dine In,Walk-in,"₱1,895.00",₱169.20,Senior Citizen,₱379.00,"₱1,685.20","₱1,895.00"
71422,002-000032710,03/02/2026,11:17:03,6,Dine In,Walk-in,"₱1,500.00",₱133.93,nan,₱0.00,"₱1,633.93","₱1,500.00"
71421,002-000032709,03/02/2026,13:50:57,4,Dine In,Walk-in,₱725.00,₱64.73,Senior Citizen,₱145.00,₱644.73,₱725.00
71417,002-000032708,03/02/2026,17:20:41,2,Dine In,Walk-in,"₱2,280.00",₱203.57,nan,₱0.00,"₱2,483.57","₱2,280.00"
71416,002-000032707,03/02/2026,18:37:04,2,Dine In,Walk-in,"₱1,820.00",₱162.50,Senior Citizen,₱364.00,"₱1,618.50","₱1,820.00"
71413,002-000032706,03/02/2026,20:34:29,6,Dine In,Walk-in,"₱3,305.00",₱295.09,nan,₱0.00,"₱3,600.09","₱3,305.00"
71411,002-000032705,03/02/2026,13:18:22,5,Dine In,Walk-in,₱528.00,₱47.14,Senior Citizen,₱105.60,₱469.54,₱528.00
71408,002-000032704,03/02/2026,12:59:53,2,Dine In,Walk-in,"₱1,300.00",₱116.07,nan,₱0.00,"₱1,416.07","₱1,300.00"
71407,002-000032703,03/02/2026,19:46:11,2,Dine In,Walk-in,"₱1,410.00",₱125.89,nan,₱0.00,"₱1,535.89","₱1,410.00"
71403,002-000032702,03/02/2026,20:26:51,2,Dine In,Walk-in,"₱1,675.00",₱149.55,nan,₱0.00,"₱1,824.55","₱1,675.00"
71399,002-000032701,02/02/2026,13:25:03,5,Dine In,Walk-in,"₱1,850.00",₱165.18,nan,₱0.00,"₱2,015.18","₱1,850.00"
71398,002-000032700,02/02/2026,17:43:21,1,Dine In,Walk-in,₱660.00,₱58.93,nan,₱0.00,₱718.93,₱660.00
71395,002-000032699,02/02/2026,20:12:02,3,Dine In,Walk-in,"₱2,275.00",₱203.12,nan,₱0.00,"₱2,478.12","₱2,275.00"
71392,002-000032698,02/02/2026,19:57:11,6,Dine In,Walk-in,"₱2,390.00",₱213.39,nan,₱0.00,"₱2,603.39","₱2,390.00"
71389,002-000032697,02/02/2026,20:24:00,2,Dine In,Walk-in,"₱2,420.00",₱216.07,Employee Discount,₱484.00,"₱2,152.07","₱2,420.00"
71387,002-000032696,02/02/2026,18:31:06,4,Dine In,Walk-in,"₱3,895.00",₱347.77,nan,₱0.00,"₱4,242.77","₱3,895.00"
71386,002-000032695,02/02/2026,12:46:46,3,Dine In,Walk-in,"₱1,045.00",₱93.30,nan,₱0.00,"₱1,138.30","₱1,045.00"
71383,002-000032694,02/02/2026,18:05:40,2,Dine In,Walk-in,₱965.00,₱86.16,nan,₱0.00,"₱1,051.16",₱965.00
71381,002-000032693,02/02/2026,17:27:28,1,Dine In,Walk-in,"₱1,770.00",₱158.04,nan,₱0.00,"₱1,928.04","₱1,770.00"
